"artist","track","stream"
"Pearl Jam","Even Flow","410343432"
"Pearl Jam","Black","348404281"
"Pearl Jam","Jeremy","270771263"
"Pearl Jam","Last Kiss","230392759"
"Pedro Capó","Calma - Remix","1048932845"
"Pedro Capó","Tutu","530167169"
"Pedro Capó","Calma","126936349"
"Pedro Capó","Tutu - Remix","126299873"
"Pedro Capó","Perdiendo la Cabeza","121240058"
"Pentatonix","Hallelujah","353123597"
"Pentatonix","Mary, Did You Know?","155707741"
"Pentatonix","That's Christmas to Me","75592984"
"Pentatonix","Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)","74795577"
"Pentatonix","God Rest Ye Merry Gentlemen","70704574"
"Pepe Aguilar","Prometiste","272116002"
"Pepe Aguilar","Por Mujeres Como Tú","187128588"
"Pepe Aguilar","Directo Al Corazón","107205544"
"Pepe Aguilar","Me Vas A Extrañar","96964970"
"Pepe Aguilar","Por Una Mujer Bonita","54748976"
"Péricles","Até Que Durou - Ao Vivo","70131947"
"Péricles","Supera - Ao Vivo","66461695"
"Péricles","Camarão Que Dorme a Onda Leva","49791393"
"Péricles","Melhor Eu Ir","46275331"
"Péricles","Final De Tarde","36075276"
"Perry Como","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","295215685"
"Perry Como","(There's No Place Like) Home for the Holidays - 1959 Version","77965317"
"Perry Como","Here We Come a-Caroling / We Wish You a Merry Christmas","71187193"
"Perry Como","Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night","49411732"
"Perry Como","Papa Loves Mambo","36412844"
"Pesado","Ojalá que te mueras","81192182"
"Pesado","Loco","75616900"
"Pesado","A chillar a otra parte","57167868"
"Pesado","Mi Promesa","43225734"
"Pesado","Le Creí","36600952"
"Peso Pluma","Siempre Pendientes","161364643"
"Peso Pluma","El Belicon","104136494"
"Peso Pluma","AMG","72753034"
"Peso Pluma","El Gavilán","67401395"
"Peso Pluma","Por las Noches","51603400"
"Pet Shop Boys","Always on My Mind - 2003 Remaster",NULL
"Pet Shop Boys","Domino Dancing - 2003 Remaster",NULL
"Pet Shop Boys","Se a Vida E (That's the Way Life Is) - 2018 Remaster",NULL
"Pet Shop Boys","West End Girls - 2018 Remaster","202550111"
"Pet Shop Boys","It's a Sin - 2018 Remaster","126877961"
"Peter Fox","Alles neu","86034589"
"Peter Fox","Haus am See","61892979"
"Peter Fox","Zukunft Pink (feat. Inéz)","56179110"
"Peter Fox","Schüttel deinen Speck","52959292"
"Peter Fox","Schwarz zu blau","48055470"
"Peter Gabriel","In Your Eyes - 2012 Remaster",NULL
"Peter Gabriel","Don't Give Up - 2012 Remaster",NULL
"Peter Gabriel","Sledgehammer - 2012 Remaster",NULL
"Peter Gabriel","Solsbury Hill","201401196"
"Peter Gabriel","Heroes","30897616"
"Peter Groeger","Kapitel 1.3 - Der Kaiser von Dallas",NULL
"Peter Groeger","Kapitel 3.2 - Der Kaiser von Dallas",NULL
"Peter Groeger","Kapitel 1.4 & Kapitel 2.1 - Der Kaiser von Dallas",NULL
"Peter Groeger","Kapitel 2.4 - Der Kaiser von Dallas",NULL
"Peter Groeger","Kapitel 2.5 & Kapitel 3.1 - Der Kaiser von Dallas",NULL
"Pezet","Magenta (prod. Auer)","32843658"
"Pezet","Ukryty w Mieście Krzyk","12125111"
"Pezet","Woof","7367812"
"Pezet","Miłość na sprzedaż","3153633"
"Pezet","Dom Nad Wodą","2339102"
"Phantogram","Black Out Days - Future Islands Remix","189025213"
"Phantogram","Black Out Days","187182121"
"Phantogram","When I'm Small","100317173"
"Phantogram","Don't Move","62945585"
"Phantogram","Fall In Love","61484023"
"Pharrell Williams","Happy - From ""Despicable Me 2""","1143833476"
"Pharrell Williams","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","981287133"
"Pharrell Williams","Neon Guts (feat. Pharrell Williams)","219355874"
"Pharrell Williams","Hit Different","198332490"
"Pharrell Williams","Frontin' (feat. Jay-Z) - Club Mix","114177468"
"Phil Collins","In The Air Tonight - 2015 Remastered","548439010"
"Phil Collins","You Can't Hurry Love - 2016 Remaster","457754545"
"Phil Collins","Another Day in Paradise - 2016 Remaster","331410674"
"Phil Collins","Against All Odds (Take a Look at Me Now) - 2016 Remaster","316883477"
"Phil Collins","You'll Be In My Heart - From ""Tarzan""/Soundtrack Version","309356443"
"Phil Wickham","House Of The Lord",NULL
"Phil Wickham","Hymn Of Heaven",NULL
"Phil Wickham","This Is Amazing Grace","103178274"
"Phil Wickham","Living Hope","77781470"
"Phil Wickham","Battle Belongs","38953052"
"Philharmonia Orchestra","Let You Break My Heart Again","32996978"
"Philharmonia Orchestra","The Flower Duet (From ""Lakmé"")","19648356"
"Philharmonia Orchestra","Puccini: Gianni Schicchi: ""O mio babbino caro""","12952995"
"Philharmonia Orchestra","Andrea Chenier (1997 Digital Remaster): La mamma morta","7902588"
"Philharmonia Orchestra","The Sorcerer's Apprentice","6760147"
"Phoebe Bridgers","Motion Sickness","231749693"
"Phoebe Bridgers","Kyoto","107359563"
"Phoebe Bridgers","Scott Street","95811037"
"Phoebe Bridgers","Garden Song","86364284"
"Phoebe Bridgers","Funeral","71762215"
"Phoenix","1901","266657553"
"Phoenix","Lisztomania","249725871"
"Phoenix","If I Ever Feel Better","165027787"
"Phoenix","Lasso","52986518"
"Phoenix","Too Young","44855468"
"Pierce The Veil","King For A Day","261791716"
"Pierce The Veil","A Match Into Water","111994650"
"Pierce The Veil","Bulls In The Bronx","102505042"
"Pierce The Veil","Bulletproof Love","87198138"
"Pierce The Veil","Caraphernelia","83183581"
"Pineapple StormTv","Poesia Acústica #6: Era uma Vez","211134081"
"Pineapple StormTv","Poesia Acústica #9: Melhor Forma","155780831"
"Pineapple StormTv","Poesia Acústica #2: Sobre Nós","132773482"
"Pineapple StormTv","Poesia Acústica #3: Capricorniana","130258967"
"Pineapple StormTv","Poesia Acústica #7: Céu Azul","108458585"
"Pinguini Tattici Nucleari","Pastello Bianco","87512190"
"Pinguini Tattici Nucleari","Ridere","83868833"
"Pinguini Tattici Nucleari","Scrivile Scemo","80398015"
"Pinguini Tattici Nucleari","Ferma A Guardare (feat. Pinguini Tattici Nucleari)","72401339"
"Pinguini Tattici Nucleari","Giovani Wannabe","66274720"
"Pink Floyd","Comfortably Numb",NULL
"Pink Floyd","Time",NULL
"Pink Floyd","Breathe (In the Air)",NULL
"Pink Floyd","Another Brick in the Wall, Pt. 2",NULL
"Pink Floyd","The Great Gig in the Sky",NULL
"PinkPantheress","Pain","261766891"
"PinkPantheress","Break it off - Bonus","163993761"
"PinkPantheress","Just for me","127256629"
"PinkPantheress","Attracted To You","63343307"
"PinkPantheress","Boy's a liar","62129501"
"Piso 21","Déjala Que Vuelva (feat. Manuel Turizo)","666199160"
"Piso 21","Te Vi","603187464"
"Piso 21","Pa' Olvidarme De Ella","472363403"
"Piso 21","Me llamas (feat. Maluma) - Remix","444268179"
"Piso 21","Te Amo","394285855"
"Pitbull","Timber (feat. Ke$ha)","1120973873"
"Pitbull","Time of Our Lives","981156901"
"Pitbull","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","777641580"
"Pitbull","Feel This Moment (feat. Christina Aguilera)","481224452"
"Pitbull","Fireball (feat. John Ryan)","424022714"
"Pixies","Where Is My Mind? - Remastered","618848440"
"Pixies","Here Comes Your Man","162603637"
"Pixies","Hey","139367194"
"Pixies","Debaser","79195789"
"Pixies","Monkey Gone to Heaven","64625323"
"Pixote","Nem de Graça / Saudade Arregaça - Ao Vivo","99640389"
"Pixote","Insegurança - Ao Vivo","97495199"
"Pixote","Nem de Graça","84680164"
"Pixote","Vai Errar de Novo - Ao Vivo","43363406"
"Pixote","Mande um Sinal - Ao Vivo","33638166"
"Placebo","Every You Every Me",NULL
"Placebo","Pure Morning",NULL
"Placebo","Running Up That Hill","114326693"
"Placebo","The Bitter End","82773574"
"Placebo","Special Needs","59054570"
"Plain White T's","Hey There Delilah","887369479"
"Plain White T's","Rhythm Of Love","105901339"
"Plain White T's","1, 2, 3, 4","77160530"
"Plain White T's","Our Time Now","21229165"
"Plain White T's","Hate (I Really Don't Like You)","13634555"
"Plan B","¿por Que Te Demoras?",NULL
"Plan B","Fanática Sensual",NULL
"Plan B","Fanática Sensual - Remix",NULL
"Plan B","Es un Secreto","393475189"
"Plan B","Candy","297949976"
"Playboi Carti","Magnolia","624453095"
"Playboi Carti","Shoota (feat. Lil Uzi Vert)","536921230"
"Playboi Carti","Sky","406548720"
"Playboi Carti","Miss The Rage (feat. Playboi Carti)","387180818"
"Playboi Carti","Fell In Luv (feat. Bryson Tiller)","228254246"
"Playero","DE CAROLINA","24467112"
"Playero","DEJAU'","24207724"
"Playero","Ragga Moofin Mix","2483380"
"Playero","Playero Street Mix 2 Radio Version","1299227"
"Playero","Non Stop Reegae","1243406"
"PNAU","Cold Heart - PNAU Remix","1357658479"
"PNAU","Changes - Original Mix","214854734"
"PNAU","Go Bang","124802604"
"PNAU","Chameleon","80612434"
"PNAU","Changes - Radio Mix","68615915"
"PnB Rock","Cross Me (feat. Chance the Rapper & PnB Rock)","371025581"
"PnB Rock","Selfish","364315630"
"PnB Rock","Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","277035306"
"PnB Rock","MIDDLE CHILD","126221012"
"PnB Rock","Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again)","123916884"
"PNL","Au DD","179599521"
"PNL","Onizuka","146860962"
"PNL","Deux frères","117872157"
"PNL","Bené","116883376"
"PNL","Naha","104779855"
"Poison","Every Rose Has Its Thorn - Remastered 2003","253464908"
"Poison","Nothin' But A Good Time - Remastered 2006","142040351"
"Poison","Talk Dirty To Me","97094365"
"Poison","Unskinny Bop","63816987"
"Poison","Fallen Angel - Remastered","39395759"
"Polimá Westcoast","ULTRA SOLO","268794467"
"Polimá Westcoast","ULTRA SOLO REMIX","215587981"
"Polimá Westcoast","BABY OTAKU","130206023"
"Polimá Westcoast","Te Quiero Ver (feat. Polimá Westcoast y Young Cister)","65361920"
"Polimá Westcoast","SEXTIME","44599538"
"Polo G","RAPSTAR","720921513"
"Polo G","Pop Out (feat. Lil Tjay)","708631320"
"Polo G","Martin & Gina","615889219"
"Polo G","21","397829400"
"Polo G","Better Days (NEIKED x Mae Muller x Polo G)","366557980"
"Pop Smoke","For The Night (feat. Lil Baby & DaBaby)","948882963"
"Pop Smoke","What You Know Bout Love","902736840"
"Pop Smoke","Dior","812639252"
"Pop Smoke","Mood Swings (feat. Lil Tjay)","633379221"
"Pop Smoke","Hello (feat. A Boogie Wit da Hoodie)","469684772"
"Popcaan","TWIST & TURN (feat. Drake & PARTYNEXTDOOR)","76080183"
"Popcaan","Come Over (feat. Popcaan)","64120942"
"Popcaan","My Type","24220191"
"Popcaan","Silence","22259505"
"Popcaan","We Caa Done (feat. Drake)","18427579"
"Post Malone","rockstar (feat. 21 Savage)","2594926619"
"Post Malone","Sunflower - Spider-Man: Into the Spider-Verse","2538329799"
"Post Malone","Circles","1958827202"
"Post Malone","Better Now","1694007587"
"Post Malone","Congratulations","1685298151"
"Pouya","Runnin' Thru the 7th with My Woadies","227969784"
"Pouya","1000 Rounds","152073616"
"Pouya","Death by Dishonor","81162216"
"Pouya","The Boys Are Back In Town","70293185"
"Pouya","Void","60077822"
"Pradeep Kumar","Nee Kavithaigala - From ""Maragatha Naanayam""","31297538"
"Pradeep Kumar","The Life of Ram","20329801"
"Pradeep Kumar","Kannamma","14575556"
"Pradeep Kumar","Idhayam Love (Megamo Aval) - From ""Meyaadha Maan""","9957878"
"Pradeep Kumar","Maya Nadhi - From ""Kabali""","9027187"
"Prashant Katheriya","Tum Chhupa Na Sakogi - Unplugged","16300692"
"Prashant Katheriya","Tum Kyu Chale Aate Ho - Unplugged","12419969"
"Prashant Katheriya","Jaane Kyu Main","11053925"
"Prashant Katheriya","Saari Raat","6988215"
"Prashant Katheriya","Mujhko De Tu Mit Jaane","5880940"
"Pretenders","I'll Stand by You","185920494"
"Pretenders","Brass in Pocket - 2006 Remaster","150149238"
"Pretenders","Don't Get Me Wrong - 2007 Remaster","121354271"
"Pretenders","2000 Miles - 2007 Remaster","95912116"
"Pretenders","Back on the Chain Gang - 2007 Remaster","77676515"
"Prezioso","Halo",NULL
"Prezioso","Hurricane (feat. SHIBUI)",NULL
"Prezioso","Bounce Around",NULL
"Prezioso","Hurricane (feat. SHIBUI) - Festival Mix",NULL
"Prezioso","Thunder","353138077"
"Prince","1999 - 2019 Remaster",NULL
"Prince","Little Red Corvette - 7"" Edit - 2019 Remaster",NULL
"Prince","Purple Rain","374908872"
"Prince","Kiss","320875067"
"Prince","When Doves Cry","194870867"
"Prince Royce","Sensualidad","554590760"
"Prince Royce","Bubalu","334986781"
"Prince Royce","Darte un Beso","301916063"
"Prince Royce","Deja vu","267298132"
"Prince Royce","Corazón Sin Cara","255064764"
"Pritam","Kesariya","237685270"
"Pritam","Shayad","196665486"
"Pritam","Khairiyat","141640304"
"Pritam","Kalank (Title Track)","114548526"
"Pritam","Kabira","106694938"
"Project Pat","Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat)","19710513"
"Project Pat","Chickenhead (feat. Three 6 Mafia & La Chat)","19037011"
"Project Pat","Out There","10082515"
"Project Pat","Cheese and Dope","9840009"
"Project Pat","Life We Live (feat. Namond Lumpkin & Edgar Fletcher)","9744687"
"PSY","Gangnam Style (강남스타일)","370991124"
"PSY","That That (prod. & feat. SUGA of BTS)","165641969"
"PSY","Gentleman","98354748"
"PSY","DADDY","82676255"
"PSY","New Face","40368550"
"Purple Disco Machine","Rain On Me - Purple Disco Machine Remix - Edit",NULL
"Purple Disco Machine","Hypnotized","280957079"
"Purple Disco Machine","Fireworks (feat. Moss Kena & The Knocks)","140361426"
"Purple Disco Machine","In The Dark","116557027"
"Purple Disco Machine","Dopamine (feat. Eyelar)","105376156"
"Pusha T","Neck & Wrist (feat. JAY-Z & Pharrell Williams)",NULL
"Pusha T","Don't Like.1","160002061"
"Pusha T","Good Goodbye (feat. Pusha T and Stormzy)","114890540"
"Pusha T","Mercy.1","107854450"
"Pusha T","Trouble on My Mind","102586629"
"PXNDX","Los Malaventurados No Lloran","157861000"
"PXNDX","Procedimientos para Llegar a un Común Acuerdo","80592951"
"PXNDX","Narcisista por Excelencia","66603441"
"PXNDX","Disculpa los Malos Pensamientos","51873235"
"PXNDX","Cita en el Quirófano","38540625"
"Pyotr Ilyich Tchaikovsky","Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene. Moderato","75073139"
"Pyotr Ilyich Tchaikovsky","Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers","37112679"
"Pyotr Ilyich Tchaikovsky","The Nutcracker, Op. 71: Act II Tableau 3: Variation 2: Dance of the Sugar-Plum Fairy","24027522"
"Pyotr Ilyich Tchaikovsky","Album for the Young, Op. 39: No. 3. Mamma (Maman)","20909481"
"Pyotr Ilyich Tchaikovsky","Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March","16145328"
"Quavo","No Brainer","569859460"
"Quavo","Champions","268738307"
"Quavo","Saint","155534109"
"Quavo","HOTEL LOBBY (Unc & Phew)","154476023"
"Quavo","FLIP THE SWITCH (feat. Drake)","153082683"
"Queen","I Want To Break Free - Remastered 2011",NULL
"Queen","Bohemian Rhapsody - Remastered 2011","2038872787"
"Queen","Don't Stop Me Now - Remastered 2011","1493664747"
"Queen","Another One Bites The Dust - Remastered 2011","1443216194"
"Queen","Under Pressure - Remastered 2011","1244601242"
"Queens of the Stone Age","You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",NULL
"Queens of the Stone Age","No One Knows","337925693"
"Queens of the Stone Age","Go With The Flow","147157433"
"Queens of the Stone Age","Make It Wit Chu","114871335"
"Queens of the Stone Age","I Sat by the Ocean","114860960"
"Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52","991461139"
"Quevedo","VISTA AL MAR","208575132"
"Quevedo","PUNTO G","141776538"
"Quevedo","SIN SEÑAL","137879866"
"Quevedo","PLAYA DEL INGLÉS","59110065"
"R. D. Burman","Pyar Hamen Kis Mod Pe - Satte Pe Satta / Soundtrack Version",NULL
"R. D. Burman","Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",NULL
"R. D. Burman","Agar Tum Na Hote - Male Version","5998159"
"R. D. Burman","Agar Tum Na Hote - Female Version","4439536"
"R. D. Burman","Jaane Kya Baat Hai (From ""Sunny"")","3661419"
"R. Kelly","Ignition - Remix","560871023"
"R. Kelly","Bump n' Grind","119051758"
"R. Kelly","I Believe I Can Fly","98477608"
"R. Kelly","I'm a Flirt Remix (feat. T.I. & T-Pain)","76302090"
"R. Kelly","Same Girl (with Usher)","70294183"
"R.E.M.","Losing My Religion","970996804"
"R.E.M.","Everybody Hurts","333630660"
"R.E.M.","Shiny Happy People","232026969"
"R.E.M.","It's The End Of The World As We Know It (And I Feel Fine)","180557820"
"R.E.M.","Man On The Moon","134799456"
"R3HAB","Sway My Way",NULL
"R3HAB","All Around The World (La La La)","514378612"
"R3HAB","Call Me (with R3HAB & Timmy Trumpet)","48546790"
"R3HAB","Unstoppable - R3HAB Remix","34819346"
"R3HAB","Love We Lost (with R3HAB)","24846749"
"Raça Negra","Cheia de Manias","87717502"
"Raça Negra","Cheia de Manias","39035556"
"Raça Negra","Cigana - Ao Vivo","27107941"
"Raça Negra","Cheia de Manias - Ao Vivo","26205739"
"Raça Negra","É Tarde Demais","13175636"
"Racionais MC's","Vida Loka, Pt. 1","96508779"
"Racionais MC's","Negro Drama","83856949"
"Racionais MC's","Vida Loka, Pt. 2","80195970"
"Racionais MC's","Jesus Chorou","64926545"
"Racionais MC's","Diário de um Detento","59480226"
"Radiohead","Creep","1101854725"
"Radiohead","Karma Police","382823305"
"Radiohead","No Surprises","379349681"
"Radiohead","High and Dry","291096318"
"Radiohead","Fake Plastic Trees","219867047"
"RADWIMPS","Sparkle - movie ver.","92896650"
"RADWIMPS","Zenzenzense - movie ver.","85520280"
"RADWIMPS","Nandemonaiya - movie ver.","82427225"
"RADWIMPS","Dream lantern","78992332"
"RADWIMPS","Sokkenai","29779343"
"Rae Sremmurd","Black Beatles","859496754"
"Rae Sremmurd","Swang","553425100"
"Rae Sremmurd","This Could Be Us","551859647"
"Rae Sremmurd","Come Get Her","527118153"
"Rae Sremmurd","No Type","517486265"
"Raekwon","Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","58285035"
"Raekwon","The Morning","43964004"
"Raekwon","Still Strugglin'","24742914"
"Raekwon","Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))","19797884"
"Raekwon","Iron Maiden","13013526"
"RAF Camora","Ohne mein Team","226436661"
"RAF Camora","500 PS","221203019"
"RAF Camora","Palmen aus Plastik","153343579"
"RAF Camora","Blaues Licht","130979623"
"RAF Camora","2CB","71081712"
"Rafaga","Una Cerveza","111554610"
"Rafaga","Mentirosa","78480206"
"Rafaga","Una Ráfaga de Amor","33579629"
"Rafaga","Muero de Frío","21901758"
"Rafaga","Maldito Corazón","18501747"
"Raffi","Baby Beluga","48897763"
"Raffi","Down By The Bay","47115107"
"Raffi","Twinkle, Twinkle, Little Star","34327935"
"Raffi","Wheels On The Bus","30530260"
"Raffi","Shake My Sillies Out","25042259"
"Rag'n'Bone Man","Human","773849349"
"Rag'n'Bone Man","Giant (with Rag'n'Bone Man)","604552735"
"Rag'n'Bone Man","Skin","289089556"
"Rag'n'Bone Man","Broken People (with Logic & Rag'n'Bone Man)","94402392"
"Rag'n'Bone Man","Anywhere Away from Here (Rag’n’Bone Man & P!nk)","70267624"
"Rage Against The Machine","Killing In The Name","695046200"
"Rage Against The Machine","Bulls On Parade","328165176"
"Rage Against The Machine","Guerrilla Radio","196253239"
"Rage Against The Machine","Renegades Of Funk","126439211"
"Rage Against The Machine","Bombtrack","117728088"
"Rahat Fateh Ali Khan","O Re Piya","60345352"
"Rahat Fateh Ali Khan","Tere Bin (From ""Simmba"")","48741691"
"Rahat Fateh Ali Khan","Ajj Din Chadheya","41325126"
"Rahat Fateh Ali Khan","Bol Na Halke Halke","39483590"
"Rahat Fateh Ali Khan","Mere Rashke Qamar","35279310"
"Raí Saia Rodada","Tapão Na Raba","177825215"
"Raí Saia Rodada","Bebe e Vem Me Procurar","104529931"
"Raí Saia Rodada","Pisadinha - Ao Vivo","53125549"
"Raí Saia Rodada","Storiezin","43100251"
"Raí Saia Rodada","Filho do Mato","42995424"
"Rain Fruits Sounds","Rain and Thunderstorm, Pt. 1","18123886"
"Rain Fruits Sounds","Rain and Thunderstorm, Pt. 2","17008272"
"Rain Fruits Sounds","Rain and Thunderstorm, Pt. 3","16701441"
"Rain Fruits Sounds","Rain and Thunderstorm, Pt. 4","16557388"
"Rain Fruits Sounds","Rain and Thunderstorm, Pt. 5","16522963"
"Rainbow Kitten Surprise","It's Called: Freefall","163174498"
"Rainbow Kitten Surprise","Cocaine Jesus","118679968"
"Rainbow Kitten Surprise","Devil Like Me","108925761"
"Rainbow Kitten Surprise","First Class","70986570"
"Rainbow Kitten Surprise","All That and More (Sailboat)","47304265"
"Ramin Djawadi","Main Title (From Game of Thrones: Season 6)",NULL
"Ramin Djawadi","Light of the Seven","118779212"
"Ramin Djawadi","Main Title - From The ""Game Of Thrones"" Soundtrack","63408536"
"Ramin Djawadi","The Night King","41281456"
"Ramin Djawadi","A Lannister Always Pays His Debts","38705608"
"Ramirez","The Boys Are Back In Town","70293185"
"Ramirez","Grey Gods","56880259"
"Ramirez","The fo Five","36492037"
"Ramirez","Na Na Na Na Na (Caught Slippin)","35815697"
"Ramirez","Sarcophagus III","26198333"
"Rammstein","Du hast","403740563"
"Rammstein","Deutschland","327410793"
"Rammstein","Sonne","259859910"
"Rammstein","Engel","187156882"
"Rammstein","Ich will","168656605"
"Ramon Ayala Y Sus Bravos Del Norte","Bonita Finca De Adobe",NULL
"Ramon Ayala Y Sus Bravos Del Norte","Chaparra De Mi Amor",NULL
"Ramon Ayala Y Sus Bravos Del Norte","Casas De Madera",NULL
"Ramon Ayala Y Sus Bravos Del Norte","Rinconcito En El Cielo","42393774"
"Ramon Ayala Y Sus Bravos Del Norte","Tragos Amargos","35758784"
"Ramones","Blitzkrieg Bop - 2016 Remaster","246602574"
"Ramones","I Wanna Be Sedated","168609145"
"Ramones","Pet Sematary","64885381"
"Ramones","Sheena Is a Punk Rocker - 2017 Remaster","56257025"
"Ramones","Baby, I Love You","46511199"
"Randy","Siente el Boom","144508730"
"Randy","23 (With Ape Drums)","125578110"
"Randy","Soy Una Gargola","53824195"
"Randy","Soy una Gargola","51303798"
"Randy","JUNGLE","30700813"
"Randy Travis","Same Old Train",NULL
"Randy Travis","Forever and Ever, Amen","170817425"
"Randy Travis","Deeper Than the Holler","86917337"
"Randy Travis","Three Wooden Crosses","66443019"
"Randy Travis","Diggin' Up Bones","47548212"
"Rascal Flatts","Life is a Highway","496813298"
"Rascal Flatts","What Hurts The Most","235890915"
"Rascal Flatts","Bless The Broken Road","204170035"
"Rascal Flatts","I Like The Sound Of That","189971088"
"Rascal Flatts","My Wish","117416024"
"Rashmi Virag","Mere Yaaraa (From ""Sooryavanshi"")","74077581"
"Rashmi Virag","Valentine's Mashup 2019","55399812"
"Rashmi Virag","Main Rahoon Ya Na Rahoon","49852433"
"Rashmi Virag","Bol Do Na Zara","42616462"
"Rashmi Virag","Leja Re","39875198"
"Ratatat","Cream On Chrome - Single Edit",NULL
"Ratatat","Loud Pipes","72775854"
"Ratatat","Wildcat","42626921"
"Ratatat","Cream On Chrome","25496623"
"Ratatat","Seventeen Years","21401276"
"Rauw Alejandro","Todo De Ti","1055502200"
"Rauw Alejandro","Desesperados","666769363"
"Rauw Alejandro","Party","513627219"
"Rauw Alejandro","Te Felicito","473003231"
"Rauw Alejandro","Tiroteo - Remix","428732694"
"Ray Charles","Hit the Road Jack","207720281"
"Ray Charles","I've Got a Woman","171910447"
"Ray Charles","Hallelujah, I Love Her So","93155404"
"Ray Charles","Georgia on My Mind","84461994"
"Ray Charles","What'd I Say, Pt. 1 & 2","64876951"
"Ray Dalton","In My Bones","71266797"
"Ray Dalton","Manila","67007190"
"Ray Dalton","Call It Love","59682401"
"Ray Dalton","If You Fall","33373682"
"Ray Dalton","Good Times Hard Times","8493068"
"RAYE","You Don't Know Me (feat. RAYE)","567155050"
"RAYE","BED","400358962"
"RAYE","Secrets","357957021"
"RAYE","Escapism.","178170998"
"RAYE","Escapism. - Sped Up","74518022"
"RBD","Sálvame","156878055"
"RBD","Sólo Quédate En Silencio","88563370"
"RBD","Este Corazón","69778344"
"RBD","Tras De Mí","55416538"
"RBD","Ser O Parecer","47353906"
"Red Hot Chili Peppers","Under the Bridge","1061750522"
"Red Hot Chili Peppers","Californication","1055738398"
"Red Hot Chili Peppers","Can't Stop","866464951"
"Red Hot Chili Peppers","Snow (Hey Oh)","860722316"
"Red Hot Chili Peppers","Otherside","732774515"
"Red Velvet","Psycho","360285516"
"Red Velvet","Bad Boy","227097105"
"Red Velvet","Peek-A-Boo","170131061"
"Red Velvet","러시안 룰렛 Russian Roulette","151307068"
"Red Velvet","Red Flavor","136424137"
"Redimi2","El Nombre De Jesús (feat. Christine D´Clario)","44120189"
"Redimi2","Espíritu Santo (feat. Barak)","29217076"
"Redimi2","Todo Va a Estar Bien (feat. Evan Craft)","28899174"
"Redimi2","Soy Soldado","17868027"
"Redimi2","Be Alright","15863427"
"Redman","Da Rockwilder","145045678"
"Redman","Tonight's Da Night","59340982"
"Redman","Part II","45426822"
"Redman","Smoke Buddah","27644804"
"Redman","How High - Remix","20117129"
"Reik","Me Niego (feat. Ozuna & Wisin)","636183962"
"Reik","Un Año","466183244"
"Reik","Amigos Con Derechos","436965160"
"Reik","Ya Me Enteré","381925404"
"Reik","Creo en Ti","326603068"
"Rekha Bhardwaj","Kabira","106694938"
"Rekha Bhardwaj","Aise Kyun - Ghazal Version","28104503"
"Rekha Bhardwaj","Mileya Mileya (From ""Happy Ending)","26564569"
"Rekha Bhardwaj","Ghagra","14831275"
"Rekha Bhardwaj","Genda Phool","13320608"
"Rels B","A Mí","359124980"
"Rels B","cómo dormiste?","217118186"
"Rels B","Me Gustas Natural","115035998"
"Rels B","Mi Luz (ft. Rels B)","88768151"
"Rels B","SHORTY QUE TE VAYA BN <3","88615230"
"Rema","Calm Down (with Selena Gomez)","375127168"
"Rema","Calm Down","277571368"
"Rema","Dumebi","81827572"
"Rema","Soundgasm","78491577"
"Rema","Ayo Girl (Fayahh Beat) [feat. Rema]","31929441"
"REO Speedwagon","Can't Fight This Feeling","302303908"
"REO Speedwagon","Keep on Loving You","245359052"
"REO Speedwagon","Take It On the Run","124062861"
"REO Speedwagon","Time for Me to Fly","48362442"
"REO Speedwagon","Roll with the Changes","41755071"
"Rex Orange County","Best Friend","553115352"
"Rex Orange County","Sunflower","476068340"
"Rex Orange County","Loving Is Easy","439126818"
"Rex Orange County","Pluto Projector","316076724"
"Rex Orange County","Television / So Far So Good","259286189"
"Reyli Barba","Amor del Bueno","258779434"
"Reyli Barba","Desde Que Llegaste","108108398"
"Reyli Barba","¿Qué Nos Pasó? (with Yuridia)","73306103"
"Reyli Barba","La Descarada","59923120"
"Reyli Barba","Amor del Bueno (with Miguel Bosé)","19012635"
"Ricardo Arjona","Fuiste Tú (feat. Gaby Moreno)","332284501"
"Ricardo Arjona","El Problema","163427363"
"Ricardo Arjona","Mujeres","136529171"
"Ricardo Arjona","Historia de Taxi","119067972"
"Ricardo Arjona","Desnuda","88266114"
"Ricardo Montaner","Me Va A Extranar",NULL
"Ricardo Montaner","Tan Enamorados",NULL
